STAY,1f0c5,1f0ba,1f0ae,,,,,1f0b4,1f0b9
HIT,1f0a9,1f0b4,1f0d4,1f0d5,1f0ab,,,1f0b2,1f0c2,1f0cb
STAY,1f0d3,1f0a1,1f0c1,1f0a5,1f0c8,1f0c4,1f0bd,1f0b9,1f0de
STAY,1f0ba,1f0a1,1f0a5,1f0c1,1f0b2,1f0d6,1f0cb,1f0a4,1f0c4,1f0c5,1f0b8
STAY,1f0be,,,,,,,1f0b1,1f0b3,1f0a4,1f0b4,1f0a8
STAY,1f0dd,,,,,,,1f0b1,1f0c3,1f0d7,1f0c8
HIT,1f0a3,,,,,,,1f0a2,1f0d3
STAY,1f0c3,1f0c1,1f0b9,1f0c2,1f0b6,1f0d4,1f0b7,1f0a6,1f0d7
SURRENDER,1f0ae,1f0db,1f0cd,1f0b2,1f0a7,,,1f0c7,1f0c9
HIT,1f0d7,,,,,,,1f0d5,1f0db
STAY,1f0a5,1f0aa,1f0bd,1f0b6,1f0ab,1f0b5,1f0ad,1f0c3,1f0a8,1f0de
STAY,1f0bb,1f0d5,1f0da,1f0d3,1f0ad,1f0c3,1f0db,1f0a2,1f0b8,1f0aa
STAY,1f0b4,,,,,,,1f0c1,1f0d6,1f0c7
STAY,1f0ad,,,,,,,1f0b1,1f0c8,1f0d8
STAY,1f0d4,1f0d2,1f0b9,,,,,1f0a1,1f0da
STAY,1f0cb,1f0db,1f0cd,,,,,1f0b1,1f0a4,1f0b6
DOUBLE,1f0b6,1f0ab,1f0cd,1f0d3,1f0c5,,,1f0b5,1f0c6
STAY,1f0cd,1f0c5,1f0d5,1f0c1,1f0d2,1f0c8,1f0d9,1f0d1,1f0aa
HIT,1f0ab,,,,,,,1f0a6,1f0d6
DOUBLE,1f0b1,1f0b6,1f0b9,,,,,1f0c2,1f0d9
HIT,1f0ab,,,,,,,1f0b3,1f0a5,1f0c5
STAY,1f0d3,1f0c6,1f0b7,1f0c3,1f0bb,,,1f0b2,1f0b4,1f0da
STAY,1f0d2,1f0ba,1f0db,1f0c7,1f0c8,,,1f0d1,1f0a6,1f0ae
STAY,1f0db,1f0d8,1f0bb,1f0b7,1f0a8,1f0d2,1f0de,1f0b1,1f0d1,1f0d5,1f0c6,1f0d7
STAY,1f0da,1f0a3,1f0ae,,,,,1f0b2,1f0d2,1f0c3,1f0b6,1f0d7
HIT,1f0da,,,,,,,1f0d3,1f0d9
DOUBLE,1f0c5,,,,,,,1f0d4,1f0c6
STAY,1f0a9,,,,,,,1f0d9,1f0aa
STAY,1f0ad,1f0c7,1f0c9,1f0c1,1f0d5,,,1f0a3,1f0b7,1f0ae
STAY,1f0d9,1f0d2,1f0d7,1f0c4,1f0be,,,1f0a1,1f0ab
HIT,1f0da,1f0c7,1f0ba,1f0ae,1f0be,,,1f0b3,1f0ce
STAY,1f0dd,1f0c7,1f0ae,1f0b2,1f0d9,1f0a7,1f0de,1f0d2,1f0c8,1f0be
STAY,1f0db,1f0d1,1f0a2,1f0d6,1f0cb,,,1f0c2,1f0c8,1f0be
STAY,1f0c4,1f0c1,1f0c9,,,,,1f0d5,1f0b7
HIT,1f0ab,1f0c8,1f0ce,1f0a4,1f0d9,1f0b3,1f0b6,1f0d4,1f0c5
HIT,1f0ae,,,,,,,1f0c3,1f0bd
